,dates,likes,dislikes,comments,views,key words,propr names
0,2019-07-29,2998.0,5651.0,2992.0,180037.0,"[('соловьев', 158), ('соловей', 63), ('александр', 46), ('россия', 36), ('италия', 33), ('вс', 33), ('власть', 33), ('украина', 32), ('алексей', 31), ('владимир', 29)]","['станиславский', 'росгвард  ф', 'навальный', 'окей', 'наталия  ', 'вера  туманова', 'максим  горький', 'стоить', 'ельцин', 'мария  егорова']"
1,2019-08-05,3716.0,6650.0,2766.0,315238.0,"[('соловьев', 62), ('кремлёбот', 60), ('тренды', 51), ('украина', 43), ('дизлайк', 38), ('л', 35), ('иван', 33), ('соловей', 32), ('евгений', 31), ('россия', 30)]","['ми', 'шемякина', 'навальный', 'раста  ', 'наталья  ', 'дмитрий  рыжевский', 'сергунин', 'карим  ', 'васька  ', 'беда']"
2,2019-08-26,5138.0,3716.0,2432.0,501604.0,"[('украина', 69), ('россия', 58), ('ковтун', 52), ('владимир', 50), ('соловьев', 45), ('жириновский', 45), ('брено', 31), ('доктор', 29), ('донбасс', 28), ('п', 26)]","['евгений  гуляев', 'навальный', 'супер', 'кисиль  ', 'будилович', 'хахахах  ', 'васька  ', 'ельцин', 'дзю', 'лижущий']"
3,2019-08-28,8278.0,3484.0,3211.0,940667.0,"[('жириновский', 196), ('жирики', 92), ('россия', 86), ('война', 76), ('клоун', 44), ('соловьев', 43), ('вс', 43), ('жирика', 39), ('америка', 36), ('соловей', 32)]","['ми', 'грубо', 'навальный', 'живой', 'жирика  больной', 'александра  какая', 'будилович', 'другая', 'гей  ', 'северный']"
