,dates,likes,dislikes,comments,views,key words,propr names
0,2019-07-29,2998.0,5651.0,2992.0,180037.0,"[('соловьев', 158), ('соловей', 63), ('александр', 46), ('россия', 36), ('италия', 33), ('вс', 33)]","['жалко', 'пейсатай  ', 'светлана  лисовская', 'уверенный', 'упыр  ', 'херовое', 'снижнеготагил  ', 'наталья  владимирова', 'пропагандон  ', 'суханова']"
1,2019-08-05,3716.0,6650.0,2766.0,315238.0,"[('соловьев', 62), ('кремлёбот', 60), ('тренды', 51), ('украина', 43), ('дизлайк', 38), ('л', 35)]","['жалко', 'конга  кинг', 'у', 'лёха  ', 'уверенный', 'жиробилдер', 'данил  ', 'валуев', 'растущий', 'рюрик  ']"
2,2019-08-26,5138.0,3716.0,2432.0,501604.0,"[('украина', 69), ('россия', 58), ('ковтун', 52), ('владимир', 50), ('соловьев', 45), ('жириновский', 45)]","['у', 'ум', 'владимир  к', 'лёха  ', 'уверенный', 'владимир  поручик', 'коб', 'котор', 'симанян', 'херовое']"
3,2019-08-28,8278.0,3484.0,3211.0,940667.0,"[('жириновский', 196), ('жирики', 92), ('россия', 86), ('война', 76), ('клоун', 44), ('соловьев', 43)]","['катя  ', 'эдельштейн', 'сахаров', 'ум', 'молодчик', 'бывшее', 'пропагандон  ', 'иефрата  ', 'лёня  ', 'вадим  владимиров']"
